廠商代號,廠商名稱,廠址,電話,傳真,登錄日期,登錄範圍,證書有效期限,版本
4S8I001,新竹市稅務局,新竹市30041中央路112號,03-5225161-605,03-5241341,098/12/24,"下列項目之資訊安全管理：＊全部地方稅稽徵業務包括房屋稅、地價稅、田賦、使用牌照稅、土地增值稅、契稅、印花稅、娛樂稅及欠、退稅等資訊安全管理活動。",107/12/23,5
7XEI001,台灣中油股份有限公司煉製事業部,高雄市左楠路2號,07-5824141#2189,07-3635108,095/12/26,"下列項目之資訊安全管理：＊各資訊系統之網路與平台之開發、操作、維護與管理及事業部本部所有業務部門資訊安全管理之相關活動。",107/09/30,6
7XEI002,台灣中油股份有限公司煉製事業部大林煉油廠,高雄市小港區沿海四路50號,07-8715151,07-8712142,096/01/25,"下列項目之資訊安全管理：＊各資訊系統相關之網路、主機之開發、操作、維護與　管理，以及控制室DCS系統及SCADA系統之電腦操作　台及主機之操作、維護與管理",107/12/29,6
7XEI003,台灣中油股份有限公司石化事業部,高雄市林園區五福里石化二路3號,(07)6413701#8864,(07)6415164,096/11/14,"下列項目之資訊安全管理：＊各資訊管理系統、網路及平台之開發、操作、管理及維護＊以及四輕組、公用組NO.19/26/22鍋爐及芳三組DCS程控系統之電腦操作台及主機之操作、維護與管理。",105/11/13,3
7XEI004,台灣中油股份有限公司天然氣事業部永安液化天然氣廠,高雄市永安區新興路1之20號,07-6911131#271,07-6913790,097/01/16,"下列項目之資訊安全管理：＊各資訊系統之開發、操作、維護及管理，以及網路之維護與管理。＊DCS系統及操作台之操作、維護、管理。",106/01/15,4
6F3F001,品元國際股份有限公司台南廠,台南市關廟區南雄路1段502號,06-5954134,06-5957896,097/01/21,"(廠商選擇不公布)",106/01/20,7
1F3F001,華王食品股份有限公司,花蓮縣花蓮市美工六街38號,03-8236219,03-8236179,098/02/09,"下列項目之生產、配送：18°C調理食品，如便當、飯糰、手捲4°C調理食品，如涼麵、燴飯、湯麵及調理麵包類常溫餐盒及團體膳食類",107/02/08,3
2F3F002,連合發企業股份有限公司,基隆市七堵區東新街91號6樓,02-24553633,02-24553632,101/02/01,"下列項目之生產：＊粥類(冷藏品)＊湯品類(冷藏品)",107/01/31,1
2FBF001,九股山食品股份有限公司,宜蘭縣頭城鎮復興路37巷29號,03-9779988,03-9778081,095/09/18,"下列項目之生產：＊包裝飲用水與礦泉水(已包裝)調味品類(醋類/味醂)產品",107/09/17,6
4F0F002,臺鹽實業股份有限公司通霄精鹽廠,苗栗縣通霄鎮內島里122號,(037)792121~101,(037)791258,097/09/12,"下列項目之生產：高級氯化鉀食用鹽高級氯化鈉＊包裝飲用水",106/09/11,2
4F2F001,好得壯實業股份有限公司,桃園市楊梅區高獅路152號,03-4783154,03-4880954,099/10/26,"下列項目之生產：罐頭食品",105/10/25,2
4F3F001,統一企業股份有限公司中壢廠,桃園市中壢區定寧路15號,03-4523191,03-4514067,095/08/07,"下列項目之生產：＊冷凍麵糰＊麵包＊蛋糕",107/10/28,6
4F3F002,義美食品股份有限公司(南崁廠),桃園市蘆竹區南工路一段11號,03-3222406#567,03-3224423,096/12/28,"下列項目之設計、開發、生產：＊冷凍魚丸酸梅湯果汁＊冰淇淋＊滿福堡＊鮮乳豆奶＊米奶豆花＊冷凍貢丸愛玉＊冰棒＊炒飯＊水餃＊冷凍包子＊饅頭＊可樂餅豆腐冷凍盒餐菜頭粿＊蛋卷＊雪糕",105/12/27,6
4F8F001,南僑化學工業股份有限公司桃園廠,桃園市龜山區山頂里興邦路35號,03-3615571-11,03-3623757,095/12/25,"下列項目之生產：＊食用油脂",107/12/24,4
4FBF001,統一企業股份有限公司楊梅廠,桃園市楊梅區民富路1段301號,03-4784143#3260,03-4784616,095/04/18,"下列項目之生產：＊礦泉水＊乳製品(紙盒、塑膠瓶)＊飲料(鋁箔包、寶特瓶)＊冷藏飲料冰塊甜點(布丁)＊速食麵豆奶◎瑞芳廠(新北市瑞芳區濱二路27-3號)◎冰塊線(新北市五股區工業區五工一路131號3樓)",107/12/22,7
4FCF001,信東生技股份有限公司園區分公司,新竹縣寶山鄉科學園區工業東九路33號,03-5789060-17,03-5789733,099/10/27,"下列項目之生產：維他命C錠劑產品大豆萃取物膠囊產品西洋蔘萃取粉末鋁箔包產品西洋蔘萃取粉末膠囊產品",105/10/26,1
4X9F001,三和紙業股份有限公司,桃園市八德區新興路三和巷52號,03-3686181-601,03-3688226,101/06/07,"下列項目之服務：常溫包裝食品之分包裝下列項目之生產：食品外包裝紙箱",107/06/06,1
5F6F001,台灣大食品股份有限公司,43650台中市清水區北堤路35號,(04)26577959#212,(04)26574123,097/12/05,"下列項目之生產：＊麵粉",106/12/03,3
5F8F002,中聯油脂股份有限公司,台中市清水區海濱里北堤路1之8號,04-26571112#261,04-26574289,101/10/23,"下列項目之生產：＊脫殼全脂豆粉＊發酵豆粉＊特選黃豆＊非基因改造黃豆＊釀用豆片＊大豆沙拉油＊黃豆粉＊脫殼高蛋白黃豆粉＊大豆磷脂質",107/10/22,2
6F3F002,禎祥食品工業股份有限公司,嘉義縣朴子市竹村里1-3號,05-3692211,05-3692692,097/05/05,"下列項目之生產：＊冷凍蔬菜類＊冷凍、冷藏調理食品類(水產品及肉品)常溫調理食品類(殺菌軟袋)",106/05/04,5
6F3F003,鑫溶實業股份有限公司,嘉義縣民雄鄉北斗村中正路28號,05-2201277#213,05-2201021,100/05/17,"下列項目之生產：＊常溫調理水產品＊冷藏調理水產品＊冷凍調理水產品＊冷藏水產品：蝦類、文蛤＊冷凍水產品",106/05/16,3
6F3F004,台灣糖業股份有限公司畜殖事業部,台南市柳營區人和里義士路5段690號B棟,06-6223233#548,06-62236419,101/12/22,"下列項目之生產：＊冷凍豬肉小分切＊肉品加工(肉酥、香腸、貢丸)",107/12/21,1
6F7F001,壽香食品股份有限公司,台南市新化區中正路990號,06-5987165,06-5982357,103/11/07,"下列項目之生產：麥芽糖系列異麥芽寡醣",106/11/06,0
6F8F001,統一企業股份有限公司永康食品廠,台南市永康區中正路301號A區,06-2536789,06-2531629,095/04/18,"下列項目之設計、開發、生產：＊麵粉 (原料、去雜質、潤麥、磨粉、包裝)＊速食麵 (原料、混合、壓延及切麵、蒸煮、油炸、冷卻、包裝)＊食用油脂 (原料、充填、包裝)＊麵條 (原料、混合、壓延及切麵、乾燥、包裝)休閒食品 (原料、混合、壓延及切麵、蒸煮、油炸、冷卻、包裝)殺菌軟袋(料理包) (原料、切片、蒸煮、調味、定量包裝、殺菌)＊米粉 (糙米、混合、蒸煮、成型、乾燥、包裝)◎統一企業股份有限公司柳營芻料生技廠(73667台南市柳營區大農里工七路5號)下列項目之設計、開發、生產：TMR反芻飼料 (原料、前處理、混合、投配、包裝)◎統一企業股份有限公司永康飼料廠(71001台南市永康區中正路301號B區)下列項目之設計、開發、生產：麥片 (飼料用) (原料、脫殼、潤麥、蒸煮、壓扁、冷卻、包裝)畜產飼料 (原料、調配、成型、冷卻、儲存、包裝)寵物飼料 (原料、調配、擠壓成型、乾燥、冷卻、儲存、包裝)",,9
6FAF001,臺灣糖業股份有限公司新營副產加工廠(飼料工場),台南市柳營區人和里義士路5段690號A棟,06-6220142-331,06-6223059,096/12/24,"下列項目之生產：飼料",105/09/07,2
6FBF001,統一企業股份有限公司新市廠,台南市新市區大營里大營7號,06-5991511#8025,06-5999216,095/04/18,"下列項目之生產：＊飲料(塑膠瓶)＊飲料(紙盒)＊豆乳飲料(鋁箔包)＊豆(米)漿飲料(紙盒)＊豆(米)漿飲料(塑膠瓶)＊飲料(鋁箔包)＊乳製品(紙盒)布丁＊乳製品(塑膠瓶)冰品＊肉製品＊麵包＊冷凍(藏)調理食品＊水產加工品◎統一企業股份有限公司新營廠(台南市新營區興安里工業街83號)◎統一企業股份有限公司麻豆廠(台南市麻豆區麻口里麻豆口1之30號)◎統一企業股份有限公司冰品廠(台南市永康區王行里經中路1號)",106/08/18,5
7FFF001,信功實業股份有限公司屏東食品工廠,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,101/07/17,"下列項目之生產：＊冷凍(冷藏)豬肉＊冷凍(冷藏)調理豬肉類毛豬屠宰業＊冷凍(冷藏)調理豬肉(鹽漬豬肉類產品)＊冷凍(冷藏)調理豬肉(醬漬豬肉類產品)＊冷凍(冷藏)調理豬肉(醃漬豬肉類產品)＊冷凍(冷藏)調理豬肉(燻製豬肉類產品)",107/07/16,2
6FBT001,統一企業股份有限公司新市廠,台南市新市區大營里大營7號,(06)5013200,(06)5999216,098/01/17,"(廠商選擇不公布)",107/01/09,3
1S4T004,台灣電力股份有限公司台東區營業處,95044台東市正氣路38號,089-322481,089-322464,100/02/09,"下列項目之服務：供售電",106/02/08,1
1XDT002,台灣水泥股份有限公司和平分公司和平廠,花蓮縣秀林鄉和平村和平路263號,03-8682111#6601,03-8782007,098/03/24,"下列項目之製造：水泥",106/11/01,3
2S4T001,台灣電力股份有限公司協和發電廠,基隆市中山區文化路80號,(02)24248111,(02)24260450,098/01/09,"下列項目之生產：燃油發電",105/11/25,3
2S4T003,台灣電力股份有限公司宜蘭區營業處,26057宜蘭市舊城西路111號,03-9354800,03-9362706,100/02/08,"下列項目之服務：供售電",106/02/17,2
2XDT001,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮長安里永昌路46號,(03)9962511,(03)9971755,098/04/14,"下列項目之生產、貯存、運輸：水泥下列項目之開採、貯存、運輸：石灰石礦",105/09/05,2
3S3T001,台灣電力股份有限公司電力修護處,台北市南港區向陽路80號,(02)27853199#190,(02)27855675,097/12/18,"下列項目之服務：各發電廠機組年度大修各發電廠、變電所設備修造、維修、緊急搶修、改善及檢驗",107/01/31,4
3S4T001,台灣電力股份有限公司林口發電廠,新北市林口區下福里139-1號,02-26062221-327,02-26062221,097/06/16,"",107/09/04,5
3S4T003,台灣電力股份有限公司第一核能發電廠,新北市石門區乾華里小坑12號,02-26383401,02-26382111,098/10/19,"",105/11/17,2
3S4T006,台灣電力股份有限公司台北南區營業處,新北市板橋區四川路1段287號,02-29595111#2334,02-2959511#2335,100/01/14,"下列項目之服務：發電及供電",106/01/13,2
3S4T008,台灣電力股份有限公司台北市區營業處,台北市基隆路4段75號,02-23788111-5820,02-27325204,100/02/11,"下列項目之服務：用戶供電與售電",106/02/10,1
3S8T001,台灣中油股份有限公司,臺北市信義區松仁路3號,02-87258835,02-87899034,098/06/04,"下列項目：一般辦公場所之相關活動",107/06/03,3
3SCT002,台灣電力股份有限公司龍門施工處,新北市貢寮區仁里里研海街62號,24902401#2421,24902773,100/12/07,"下列項目之監造、施工：龍門(核四)計畫工程建造及施工",106/12/06,3
4A0T002,台灣日立股份有限公司桃園工廠,桃園市蘆竹區內厝村內溪路29號,(03)324-4711轉222,(03)324-2824,098/11/27,"下列項目之設計、開發、生產、服務：箱型空氣調節機室內空氣調節機除濕機冷凍機組容積式冰水機組下列項目之生產：渦卷式壓縮機",107/11/26,2
4A6T003,東元電機股份有限公司湖口廠,新竹縣湖口鄉中華路15號(新竹工業區),035-981711-192,035-984377,099/10/20,"下列項目之生產：氣體絕緣開關設備避雷器馬達起動盤及控制開關盤高低壓受配電盤無熔線斷路器照明分電盤電磁開關(含電磁接觸器及控制開關)變頻器可程式控制器伺服驅動器馬達起動繼電器漏電斷路器",105/10/19,1
4E9T001,富積電子股份有限公司,桃園市蘆竹區南崁路2段355號,03-3222124#298,03-3226899,098/09/22,"下列項目之生產：印刷基板組裝下列項目之設計、開發、生產：液晶模組電源交換器",106/09/30,3
4M8T003,東和鋼鐵企業股份有限公司桃園廠,桃園市觀音區保障里草漯116號,03-4761151,03-4761609,103/12/31,"下列項目之生產：鋼胚鋼筋混凝土用鋼筋",107/08/02,1
4TCT002,國防部軍備局中山科學研究院第二研究所,桃園市龍潭區佳安村中正路佳安段481號,03-4452306,34713318,101/07/19,"下列項目之設計、開發、生產：飛彈武器系統之火箭武器系統、慣性導引系統、發射架系統及導控射控機械系統",107/07/18,3
4XET001,台灣中油股份有限公司探採事業部天然氣處理廠,苗栗縣頭屋鄉象山村明屋98號,037-252025,037-252114,098/01/23,"下列項目之製造：石油煉製品",106/03/06,3
4XET002,中國石油化學工業開發股份有限公司頭份廠,苗栗縣頭份鎮中華路517號,037-623381-231,037-622503,098/04/06,"下列項目之生產：己內醯胺尼龍粒汽電共生硫酸銨",107/04/05,3
4XFT001,亞洲工業股份有限公司,桃園市中壢區忠福里東園路24號,03-4529529轉520,03-4616143,100/12/12,"下列項目之製造、銷售：電著底漆，金屬表面處理劑，汽車及家用電器品之烤漆、噴漆，電子用塗料，易開罐塗料，捲鋼塗料，建築塗料，塑膠塗料及船舶塗料下列項目之設計、施工：汽車及家用電器品之烤漆、金屬表面處理及電著底漆之塗裝設備工程",106/12/11,2
5E8T001,台灣菱興電子材料股份有限公司,台中市潭子區台中加工出口區建國路20之1號,04-25320173-17,04-25324777,100/03/14,"下列項目之生產：半導體實裝材料濺鍍靶材",106/03/13,3
5XET001,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,台中市梧棲區草湳里南堤路2段88號,04-26380739轉633,04-26308170,098/04/09,"下列項目之製程：原油及天然氣抽取",107/04/08,3
6F8T001,統一企業股份有限公司永康廠,71001 台南市永康區中正路301號,06-2536789轉6907,06-2532661,097/12/25,"下列項目之製造：穀類製粉牧場用動物飼料通心粉、麵條等含澱粉產品精製油脂",106/12/24,4
6X0T001,南亞塑膠工業股份有限公司嘉義廠及新港廠,嘉義縣太保市南新里北港路2段201號,05-3772111-813,05-3774294,098/01/19,"下列項目之生產：壓鑄塑膠棧板雙軸延伸聚丙烯膠膜珠光紙聚氯乙烯塑膠硬質板聚氯乙烯塑膠硬質發泡板聚氯乙烯異押製品軟質PVC塑膠布壓縮空氣冷卻水冷凍水純水蒸汽電力聚氯乙烯塑膠硬質管接頭配件銅箔塑膠門窗銅箔基板預浸基材聚丙烯膠布及合成紙非結晶聚酯膠布PVC真空蒸著膠布PVC印壓膠布不飽和聚酯樹脂PET真空蒸著膠布A-PET透明版配電盤器材(含真空斷路器、真空接觸器、變壓器、比壓器及比流器)玻璃纖維布門窗押出品SMC門◎南亞塑膠工業股份有限公司嘉義廠(嘉義縣太保市南新里北港路二段201號)◎南亞塑膠工業股份有限公司新港廠(嘉義縣新港鄉中洋村中洋工業區2號)",107/01/19,3
6XET002,台灣中油股份有限公司溶劑化學品事業部,嘉義市興業東路6號,(05)2224171轉6690,(05)2274815,098/06/04,"◎石焦站(高雄市楠梓區高楠公路1155號)",107/06/03,3
7M8T003,唐榮鐵工廠股份有限公司,高雄市小港區沿海二路4號,07-8022811#2621,07-8022811#8022,098/06/04,"下列項目之生產：不?鋼",107/06/03,2
7M8T005,燁輝企業股份有限公司高雄一廠及屏東廠,高雄市橋頭區芋寮里芋寮路369號,07-6117181#7510,07-6117181#2504,100/11/24,"下列項目之生產：熱浸鍍鋅鋼捲鍍5%鋁鋅鋼捲彩塗烤漆鋼捲鍍55%鋁鋅鋼捲◎燁輝企業股份有限公司屏東廠(90049屏東市工業六路6號)",106/11/23,2
7M8T007,燁輝企業股份有限公司路竹廠,82147高雄市路竹區三爺里復興路909號,07-6974428#6150,07-6974088,101/01/19,"下列項目之製造：大樓鋼構設備鋼構廠房鋼構",107/01/18,2
